,Transcript_Num,pred_1,pred_2,pred_3
10183,10183,confident up,confident up,unconfident up
10184,10184,unconfident down,unconfident down,unconfident up
10185,10185,unconfident up,confident up,confident up
10186,10186,unconfident up,unconfident down,confident up
10187,10187,unconfident up,unconfident up,unconfident up
10188,10188,unconfident down,unconfident up,confident up
10189,10189,unconfident up,confident up,"unconfident down 

"
10190,10190,confident up,confident up,confident up
10191,10191,unconfident up,confident up,confident up
10192,10192,confident up,unconfident up,unconfident up
10193,10193,unconfident up,confident up,unconfident down
10194,10194,confident up,unconfident down,confident down
10195,10195,confident up,confident up,unconfident up
10196,10196,confident up,unconfident down,confident up
10197,10197,unconfident down,confident up,confident up
10198,10198,confident up,confident up,confident up
10199,10199,confident up,unconfident down,unconfident down
10200,10200,confident up,confident up,confident up
10201,10201,unconfident up,confident up,unconfident down
10202,10202,unconfident up,unconfident up,unconfident up
10203,10203,unconfident down,confident up,unconfident up
10204,10204,confident up,confident up,unconfident down
10205,10205,confident up,confident up,unconfident up
10206,10206,confident up,unconfident up,unconfident up
10207,10207,confident up,unconfident up,unconfident up
10208,10208,unconfident up,unconfident down,confident up
10209,10209,unconfident up,confident up,confident up
10210,10210,confident up,unconfident up,confident up
10211,10211,unconfident up,confident up,confident up
10212,10212,confident up,confident up,confident up
10213,10213,confident up,confident up,confident up
10214,10214,unconfident down,unconfident up,confident up
10215,10215,confident up,confident up,confident up
10216,10216,unconfident down,confident up,unconfident up
10217,10217,unconfident up,unconfident up,confident up
10218,10218,confident up,unconfident up,unconfident up
10219,10219,unconfident down,unconfident up,confident up
10220,10220,unconfident up,unconfident down,unconfident down
10221,10221,unconfident up,confident up,confident up
10222,10222,confident up,confident up,confident up
10223,10223,unconfident up,confident down,unconfident down
10224,10224,confident up,confident up,confident up
10225,10225,unconfident up,unconfident up,unconfident up
10226,10226,confident up,confident up,unconfident down
10227,10227,unconfident up,confident up,confident up
10228,10228,confident up,confident up,confident up
10229,10229,unconfident up,unconfident down,unconfident down
10230,10230,unconfident up,unconfident up,confident up
10231,10231,unconfident up,unconfident down,unconfident up
10232,10232,unconfident up,confident up,unconfident up
10233,10233,unconfident down,confident up,confident down
10234,10234,confident up,confident up,unconfident up
10235,10235,confident up,unconfident down,confident up
10236,10236,unconfident down,confident up,unconfident up
10237,10237,unconfident up,unconfident down,confident up
10238,10238,unconfident up,unconfident up,confident up
10239,10239,unconfident down,unconfident up,unconfident down
10240,10240,unconfident down,confident up,confident up
10241,10241,confident up,unconfident up,unconfident up
10242,10242,confident up,confident up,unconfident down
10243,10243,unconfident down,unconfident down,unconfident down
10244,10244,unconfident down,confident up,unconfident up
10245,10245,confident up,unconfident up,unconfident up
10246,10246,unconfident up,confident up,unconfident up
10247,10247,confident down,confident down,unconfident down
10248,10248,unconfident up,unconfident down,unconfident down
10249,10249,unconfident up,confident up,confident up
10250,10250,confident up,confident up,unconfident up
10251,10251,confident down,unconfident down,unconfident up
10252,10252,confident up,confident up,unconfident up
10253,10253,unconfident down,unconfident up,unconfident down
10254,10254,unconfident up,confident down,unconfident up
10255,10255,unconfident up,unconfident up,confident up
10256,10256,unconfident up,confident up,unconfident up
10257,10257,confident up,confident up,confident up
10258,10258,unconfident up,unconfident up,confident up
10259,10259,unconfident up,confident up,unconfident down
10260,10260,confident up,unconfident up,confident up
10261,10261,unconfident down,confident up,unconfident up
10262,10262,confident up,unconfident down,unconfident down
10263,10263,unconfident up,confident up,unconfident up
10264,10264,confident up,unconfident down,unconfident up
10265,10265,unconfident down,confident up,confident up
10266,10266,confident up,confident up,unconfident up
10267,10267,confident up,confident up,confident up
10268,10268,confident up,confident up,confident up
10269,10269,unconfident up,unconfident up,unconfident up
10270,10270,confident up,confident up,confident up
10271,10271,unconfident up,unconfident up,unconfident up
10272,10272,unconfident up,confident up,confident up
10273,10273,confident down,unconfident down,unconfident up
10274,10274,confident up,confident up,unconfident up
10275,10275,confident up,unconfident down,confident up
10276,10276,unconfident down,unconfident down,unconfident up
10277,10277,unconfident up,confident down,unconfident up
10278,10278,unconfident down,unconfident up,unconfident down
10279,10279,unconfident down,unconfident down,confident down
10280,10280,unconfident down,unconfident up,unconfident down
10281,10281,unconfident down,confident up,confident up
10282,10282,confident up,unconfident down,confident up
10283,10283,unconfident up,unconfident down,unconfident down
10284,10284,unconfident up,confident up,unconfident up
10285,10285,unconfident down,confident up,confident up
10286,10286,unconfident up,unconfident up,unconfident up
10287,10287,confident up,confident up,unconfident up
10288,10288,unconfident down,unconfident up,unconfident up
10289,10289,confident up,confident up,unconfident up
10290,10290,confident down,confident up,confident up
10291,10291,confident up,confident up,confident up
10292,10292,confident up,confident up,confident up
10293,10293,unconfident up,unconfident up,unconfident up
10294,10294,confident up,confident up,confident up
10295,10295,unconfident up,unconfident up,confident up
10296,10296,confident up,unconfident up,unconfident up
10297,10297,unconfident up,confident up,confident up
10298,10298,unconfident down,unconfident up,unconfident up
10299,10299,unconfident up,unconfident up,confident up
10300,10300,unconfident down,unconfident up,confident up
10301,10301,confident up,confident up,unconfident down
10302,10302,confident up,unconfident up.,confident up
10303,10303,unconfident up,unconfident up,unconfident up
10304,10304,confident up,unconfident down,confident up
10305,10305,confident up,unconfident up,unconfident up
10306,10306,unconfident down,unconfident up,unconfident down
10307,10307,confident up,confident up,confident up
10308,10308,unconfident up,confident up,unconfident down
10309,10309,confident up,unconfident up,unconfident down
10310,10310,unconfident up,unconfident down,unconfident up
10311,10311,unconfident up,unconfident up,unconfident down
10312,10312,unconfident up,confident up,unconfident up
10313,10313,confident up,unconfident up,confident up
10314,10314,confident up,confident up,confident up
10315,10315,confident up,unconfident up,unconfident up
10316,10316,unconfident up,unconfident up,unconfident down
10317,10317,confident up,confident up,confident up
10318,10318,confident up,confident up,confident up
10319,10319,confident up,unconfident up,unconfident down
10320,10320,confident up,confident up,confident up
10321,10321,unconfident up,unconfident up,unconfident down
10322,10322,unconfident down,unconfident up,confident up
10323,10323,unconfident down,unconfident up,unconfident down
10324,10324,unconfident up,unconfident down,unconfident up
10325,10325,confident up,confident up,confident up
10326,10326,confident up,confident up,confident up
10327,10327,confident up,unconfident up,unconfident up
10328,10328,confident up,unconfident down,confident up
10329,10329,unconfident up,unconfident up,unconfident down
10330,10330,confident up,confident up,unconfident up
10331,10331,unconfident up,confident up,unconfident up
10332,10332,unconfident up,confident up,confident up
10333,10333,confident up,confident up,confident up
10334,10334,unconfident up,unconfident up,confident down
10335,10335,unconfident up,unconfident down,confident up
10336,10336,unconfident up,confident up,confident up
10337,10337,confident up,unconfident up,unconfident up
10338,10338,confident up,unconfident down,unconfident up
10339,10339,confident up,unconfident up,unconfident up
10340,10340,unconfident up,unconfident up,unconfident up
10341,10341,unconfident up,confident up,confident up
10342,10342,unconfident up,confident up,unconfident down
10343,10343,confident up,unconfident up,unconfident down
10344,10344,unconfident up,confident up,unconfident up
10345,10345,confident up,unconfident up,unconfident up
10346,10346,unconfident up,confident up,confident up
10347,10347,unconfident down,unconfident down,confident up
10348,10348,unconfident down,unconfident down,confident up
10349,10349,unconfident up,unconfident up,unconfident up
10350,10350,confident up,confident up,unconfident up
10351,10351,confident up,unconfident down,unconfident down
10352,10352,unconfident up,unconfident up,unconfident up
10353,10353,confident up,confident up,confident up
10354,10354,confident up,confident up,confident up
10355,10355,unconfident up,unconfident up,confident up
10356,10356,unconfident up,unconfident up,confident up
10357,10357,confident up,confident up,confident up
10358,10358,unconfident up,unconfident up,unconfident up
10359,10359,confident up,unconfident up,confident up
10360,10360,confident up,confident up,confident up
10361,10361,unconfident up,unconfident down,unconfident down
10362,10362,unconfident up,unconfident down,unconfident up
10363,10363,unconfident up,confident up,confident up
10364,10364,unconfident up,unconfident up,confident up
10365,10365,unconfident down,unconfident up,unconfident down
10366,10366,confident up,confident up,confident up
10367,10367,unconfident down,confident up,unconfident up
10368,10368,confident up,confident up,confident up
10369,10369,confident up,confident up,confident up
10370,10370,unconfident up,unconfident up,unconfident up
10371,10371,confident up,unconfident up,unconfident up
10372,10372,unconfident up,unconfident up,unconfident up
10373,10373,confident up,unconfident up,unconfident up
10374,10374,unconfident up,unconfident up,unconfident up
10375,10375,unconfident down,unconfident up,unconfident down
10376,10376,confident down,confident up,confident up
10377,10377,confident up,unconfident up,unconfident down
10378,10378,unconfident up,unconfident down,unconfident down
10379,10379,confident up,unconfident up,unconfident up
10380,10380,confident up,unconfident up,unconfident up
10381,10381,unconfident up,confident up,unconfident down
10382,10382,unconfident up,unconfident up,unconfident down
10383,10383,unconfident up,confident down,confident down
10384,10384,unconfident down,unconfident down,confident up
10385,10385,confident up,confident down,unconfident down
10386,10386,unconfident up,unconfident up,confident up
10387,10387,unconfident down,unconfident up,unconfident down
10388,10388,unconfident up,unconfident up,unconfident up
10389,10389,confident up,confident up,confident up
10390,10390,unconfident up,confident up,unconfident up
10391,10391,unconfident down,unconfident down,confident down
10392,10392,unconfident up,unconfident up,confident up
10393,10393,unconfident up,confident up,confident up
10394,10394,unconfident up,unconfident up,unconfident up
10395,10395,unconfident up,unconfident down,unconfident up
10396,10396,confident up,confident up,unconfident up
10397,10397,unconfident up,unconfident up,unconfident up
10398,10398,confident up,confident up,confident up
10399,10399,confident up,confident up,unconfident up
10400,10400,confident up,confident up,confident up
10401,10401,unconfident up,unconfident up,confident up
10402,10402,confident up,confident up,confident up
10403,10403,unconfident down,unconfident up,unconfident up
10404,10404,confident up,confident up,confident up
10405,10405,confident up,confident up,unconfident up
10406,10406,unconfident up,confident up,unconfident up
10407,10407,unconfident up,confident up,confident up
10408,10408,confident up,confident up,unconfident down
10409,10409,unconfident up,unconfident down,unconfident down
10410,10410,confident up,unconfident down,unconfident up
10411,10411,confident up,unconfident up,unconfident down
10412,10412,confident up,unconfident up,unconfident up
10413,10413,confident up,confident up,unconfident up
10414,10414,confident up,confident up,confident up
10415,10415,confident up,confident up,confident up
10416,10416,unconfident up,confident up,unconfident down
10417,10417,confident up,confident up,confident up
10418,10418,unconfident up,confident up,unconfident up
10419,10419,unconfident up,unconfident down,unconfident up
10420,10420,unconfident down,unconfident up,unconfident down
10421,10421,confident up,confident up,unconfident up
10422,10422,confident up,unconfident up,confident up
10423,10423,unconfident up,confident up,confident up
10424,10424,unconfident down,unconfident up,unconfident up
10425,10425,confident up,confident up,confident up
10426,10426,unconfident up,unconfident up,unconfident up
10427,10427,confident up,unconfident up,confident up
10428,10428,confident up,unconfident up,unconfident up
10429,10429,unconfident up,confident up,unconfident down
10430,10430,unconfident down,unconfident down,unconfident down
10431,10431,unconfident up,confident up,confident up
10432,10432,unconfident up,unconfident up,confident up
10433,10433,unconfident up,confident down,unconfident up
10434,10434,unconfident up,unconfident down,confident up
10435,10435,unconfident up,confident up,confident up
10436,10436,unconfident down,unconfident down,unconfident down
10437,10437,confident up,confident up,confident up
10438,10438,unconfident up,unconfident down,confident up
10439,10439,unconfident up,confident up,confident up
10440,10440,confident up,unconfident down,unconfident up
10441,10441,unconfident up,unconfident up,unconfident up
10442,10442,confident up,confident up,confident up
10443,10443,confident up,unconfident up,confident up
10444,10444,unconfident down,unconfident up,unconfident up
10445,10445,unconfident down,unconfident down,unconfident up
10446,10446,unconfident down,confident up,unconfident down
10447,10447,unconfident up,unconfident up,confident up
10448,10448,confident up,unconfident down,unconfident up
10449,10449,confident up,unconfident up,unconfident down
10450,10450,confident up,unconfident down,unconfident down
10451,10451,unconfident up,confident up,confident up
10452,10452,confident up,confident up,confident up
10453,10453,unconfident up,confident up,confident up
10454,10454,unconfident up,confident up,confident up
10455,10455,confident up,unconfident up,confident up
10456,10456,unconfident down,unconfident up,unconfident up
10457,10457,unconfident up,confident up,unconfident up
10458,10458,unconfident up,unconfident up,unconfident down
10459,10459,confident up,unconfident down,confident up
10460,10460,unconfident up,unconfident up,unconfident up
10461,10461,confident up,confident up,unconfident up
10462,10462,unconfident up,unconfident down,unconfident up
10463,10463,confident up,unconfident up,confident up
10464,10464,unconfident up,confident up,confident up
10465,10465,confident up,unconfident up,unconfident down
10466,10466,unconfident up,confident up,unconfident up
10467,10467,confident up,confident up,confident up
10468,10468,unconfident up,confident up,confident up
10469,10469,confident up,unconfident up,confident up
10470,10470,unconfident up,confident up,unconfident down
10471,10471,unconfident up,unconfident up,confident up
10472,10472,unconfident up,unconfident up,unconfident up
10473,10473,confident up,confident up,unconfident up
10474,10474,confident up,confident up,confident up
10475,10475,confident up,unconfident down,confident up
10476,10476,unconfident up,confident up,confident up
10477,10477,unconfident up,confident up,confident up
10478,10478,confident up,unconfident up,confident up
10479,10479,confident up,confident up,confident up
10480,10480,unconfident up,unconfident up,confident up
10481,10481,unconfident up,unconfident down,unconfident down
10482,10482,unconfident down,confident up,unconfident down
10483,10483,confident up,unconfident up,unconfident up
10484,10484,unconfident down,unconfident up,unconfident up
10485,10485,unconfident up,confident up,unconfident up
10486,10486,unconfident down,confident up,confident up
10487,10487,unconfident up,unconfident down,unconfident down
10488,10488,confident up,confident up,unconfident up
10489,10489,unconfident up,unconfident down,confident up
10490,10490,confident up,confident up,unconfident up
10491,10491,confident up,confident up,confident up
10492,10492,confident up,unconfident up,confident up
10493,10493,confident up,confident up,unconfident up
10494,10494,confident up,confident up,confident up
10495,10495,"unconfident up 

",confident up,unconfident up
10496,10496,unconfident up,confident up,confident up
10497,10497,unconfident up,confident up,confident up
10498,10498,confident up,confident up,confident up
10499,10499,unconfident up,unconfident up,confident up
10500,10500,unconfident down,unconfident up,confident up
10501,10501,confident up,confident up,confident up
10502,10502,unconfident down,unconfident up,unconfident up
10503,10503,unconfident down,unconfident up,unconfident down
10504,10504,confident up,confident up,confident up
10505,10505,confident up,confident up,confident up
10506,10506,confident up,unconfident up,confident up
10507,10507,confident up,"unconfident up 

",confident up
10508,10508,confident up,unconfident down,confident up
10509,10509,confident up,confident up,unconfident up
10510,10510,confident up,confident up,confident up
10511,10511,unconfident down,unconfident down,unconfident down
10512,10512,unconfident down,unconfident down,unconfident down
10513,10513,unconfident up,confident down,confident down
10514,10514,confident up,confident up,unconfident up
10515,10515,confident up,unconfident up,unconfident down
10516,10516,confident up,confident up,confident up
10517,10517,unconfident up,confident up,confident up
10518,10518,unconfident up,confident up,unconfident up
10519,10519,unconfident up,confident up,unconfident down
10520,10520,unconfident down,unconfident up,unconfident up
10521,10521,unconfident up,unconfident up,confident up
10522,10522,unconfident up,confident up,confident up
10523,10523,unconfident up,unconfident up,unconfident up
10524,10524,unconfident up,unconfident up,unconfident up
10525,10525,confident up,confident up,confident up
10526,10526,confident up,confident up,unconfident up
10527,10527,confident up,confident up,confident up
10528,10528,confident up,unconfident down,confident up
10529,10529,unconfident down,unconfident down,confident up
10530,10530,confident up,confident up,unconfident up
10531,10531,unconfident up,unconfident up,unconfident up
10532,10532,unconfident up,confident up,confident up
10533,10533,"unconfident up 

",confident up,confident up
10534,10534,unconfident down,unconfident up,unconfident down
10535,10535,confident up,confident up,confident up
10536,10536,confident up,Confident up.,unconfident up
10537,10537,confident up,confident up,unconfident up
10538,10538,confident up,unconfident up,unconfident up
10539,10539,confident up,confident up,confident up
10540,10540,confident up,confident up,confident up
10541,10541,confident up,unconfident up,confident up
10542,10542,confident up,confident up,confident up
10543,10543,unconfident up,unconfident down,confident up
10544,10544,unconfident down,unconfident down,unconfident up
10545,10545,confident up,unconfident up,unconfident up
10546,10546,confident up,unconfident up,unconfident up
10547,10547,unconfident up,confident up,confident up
10548,10548,confident up,confident up,confident up
10549,10549,confident up,unconfident up,confident up
10550,10550,confident up,unconfident up,confident up
10551,10551,confident up,confident up,unconfident up
10552,10552,unconfident down,unconfident up,unconfident up
10553,10553,confident up,confident up,unconfident up
10554,10554,confident up,unconfident up,unconfident up
10555,10555,confident up,confident up,confident up
10556,10556,unconfident up,unconfident up,unconfident up
10557,10557,unconfident up,confident up,confident up
10558,10558,unconfident down,confident up,confident up
10559,10559,confident up,unconfident up,unconfident up
10560,10560,confident up,confident up,confident up
10561,10561,confident up,unconfident up,unconfident up
10562,10562,confident up,unconfident up,unconfident up
10563,10563,unconfident up,unconfident up,unconfident up
10564,10564,confident up,unconfident up,unconfident up
10565,10565,confident up,confident up,confident up
10566,10566,confident up,unconfident up,unconfident up
10567,10567,confident up,confident up,confident up
10568,10568,confident up,unconfident up,confident up
10569,10569,confident up,unconfident up,unconfident up
10570,10570,confident up,unconfident up,confident up
10571,10571,confident down,unconfident up,unconfident down
10572,10572,confident up,confident up,unconfident up
10573,10573,unconfident down,unconfident up,unconfident down
10574,10574,unconfident down,unconfident up,unconfident up
10575,10575,unconfident down,unconfident down,confident up
10576,10576,unconfident up,confident up,confident up
10577,10577,unconfident down,unconfident up,confident up
10578,10578,confident down,confident down,confident down
10579,10579,unconfident up,unconfident up,unconfident up
10580,10580,confident up,unconfident up,confident up
10581,10581,confident up,confident up,unconfident up
10582,10582,confident up,confident up,unconfident down
10583,10583,confident up,confident up,unconfident down
10584,10584,confident up,confident up,confident up
10585,10585,confident up,unconfident down,unconfident down
10586,10586,unconfident up,confident up,confident up
10587,10587,unconfident down,unconfident down,unconfident down
10588,10588,confident up,unconfident down,confident up
10589,10589,unconfident down,unconfident up,confident up
10590,10590,confident up,confident up,unconfident up
10591,10591,confident up,unconfident down,unconfident up
10592,10592,confident up,confident up,confident up
10593,10593,confident up,unconfident down,unconfident up
10594,10594,confident up,unconfident up,confident up
10595,10595,confident up,unconfident up,confident up
10596,10596,confident up,confident up,confident up
10597,10597,confident up,confident up,unconfident down
10598,10598,unconfident up,confident up,unconfident up
10599,10599,confident up,unconfident up,confident up
10600,10600,unconfident up,unconfident up,unconfident down
10601,10601,unconfident up,unconfident up,unconfident down
10602,10602,unconfident up,confident up,unconfident up
10603,10603,unconfident up,confident up,unconfident up
10604,10604,confident up,unconfident up,confident up
10605,10605,unconfident up,unconfident up,confident up
10606,10606,confident up,confident up,confident up
10607,10607,unconfident up,confident up,unconfident up
10608,10608,unconfident up,unconfident down,confident up
10609,10609,confident up,confident up,confident up
10610,10610,confident up,unconfident up,unconfident up
10611,10611,unconfident down,unconfident up,confident up
10612,10612,confident up,confident up,confident up
10613,10613,unconfident up,unconfident up,unconfident up
10614,10614,unconfident up,unconfident up,unconfident up
10615,10615,confident up,unconfident up,confident up
10616,10616,unconfident up,confident up,unconfident down
10617,10617,unconfident up,confident up,unconfident up
10618,10618,confident up,unconfident down,unconfident up
10619,10619,unconfident up,confident up,confident up
10620,10620,unconfident up,confident up,unconfident up
10621,10621,unconfident up,unconfident up,confident up
10622,10622,unconfident down,confident up,confident up
10623,10623,unconfident down,unconfident up,confident up
10624,10624,confident up,confident up,confident up
10625,10625,confident up,unconfident up,unconfident up
10626,10626,confident up,confident up,unconfident down
10627,10627,unconfident up,unconfident down,confident up
10628,10628,confident down,confident up,confident down
10629,10629,unconfident up,unconfident down,unconfident down
10630,10630,confident up,unconfident down,unconfident down
10631,10631,confident up,unconfident up,confident up
10632,10632,confident up,confident up,confident up
10633,10633,confident up,confident up,unconfident up
10634,10634,confident up,unconfident down,unconfident down
10635,10635,unconfident up,confident up,unconfident down
10636,10636,confident up,unconfident up,unconfident up
10637,10637,confident up,confident up,unconfident up
10638,10638,confident up,confident up,confident up
10639,10639,confident up,confident up,confident up
10640,10640,unconfident up,unconfident up,unconfident up
10641,10641,unconfident up,confident up,confident up
10642,10642,unconfident down,unconfident up,unconfident up
10643,10643,unconfident up,confident up,confident up
10644,10644,unconfident up,confident up,confident up
10645,10645,confident up,unconfident up,unconfident down
10646,10646,unconfident up,confident up,unconfident down
10647,10647,unconfident up,unconfident down,confident up
10648,10648,confident up,unconfident up,confident up
10649,10649,unconfident down,unconfident down,unconfident up
10650,10650,confident up,unconfident up,confident up
10651,10651,confident up,unconfident up,confident up
10652,10652,unconfident up,unconfident up,confident up
10653,10653,confident up,confident up,confident up
10654,10654,confident up,confident up,unconfident up
10655,10655,confident up,confident up,unconfident up
10656,10656,unconfident down,confident up,confident up
10657,10657,confident up,confident up,confident up
10658,10658,confident up,unconfident up,unconfident down
10659,10659,confident up,unconfident up,confident up
10660,10660,confident up,unconfident down,confident up
10661,10661,unconfident up,unconfident down,unconfident down
10662,10662,confident up,unconfident down,confident up
10663,10663,unconfident down,unconfident up,unconfident up
10664,10664,confident up,confident up,unconfident up
10665,10665,unconfident down,confident up,confident up
10666,10666,confident up,confident up,confident up
10667,10667,unconfident up,confident up,unconfident up
10668,10668,unconfident up,confident up,unconfident up
10669,10669,confident up,unconfident down,confident up
10670,10670,confident up,unconfident up,confident up
10671,10671,confident up,confident up,confident up
10672,10672,unconfident down,unconfident down,confident up
10673,10673,confident up,confident up,confident up
10674,10674,unconfident up,unconfident up,unconfident up
10675,10675,unconfident up,confident up,unconfident up
10676,10676,unconfident up,unconfident down,unconfident down
10677,10677,unconfident down,unconfident up,unconfident down
10678,10678,confident up,confident up,confident up
10679,10679,unconfident down,unconfident up,unconfident up
10680,10680,unconfident up,unconfident down,confident up
10681,10681,unconfident up,confident up,confident up
10682,10682,unconfident up,unconfident up,unconfident down
10683,10683,confident up,confident up,unconfident up
10684,10684,confident up,unconfident up,confident up
10685,10685,confident up,unconfident up,unconfident up
10686,10686,unconfident up,unconfident up,confident up
10687,10687,confident up,unconfident up,confident up
10688,10688,confident up,confident up,confident up
10689,10689,confident up,confident up,confident up
10690,10690,confident up,unconfident up,confident up
10691,10691,unconfident up,confident up,unconfident up
10692,10692,unconfident up,unconfident down,unconfident up
10693,10693,unconfident up,unconfident up,unconfident down
10694,10694,confident up,unconfident up,confident up
10695,10695,confident up,unconfident down,confident up
10696,10696,unconfident down,confident up,confident up
10697,10697,confident up,confident up,unconfident up
10698,10698,confident up,confident up,confident up
10699,10699,confident up,confident up,confident up
10700,10700,unconfident up,confident up,confident up
10701,10701,confident up,unconfident down,unconfident down
10702,10702,unconfident up,unconfident up,confident up
10703,10703,unconfident up,unconfident down,confident up
10704,10704,unconfident up,unconfident up,unconfident up
10705,10705,unconfident up,unconfident up,confident up
10706,10706,confident up,unconfident up,confident up
10707,10707,unconfident up,unconfident down,unconfident up
10708,10708,confident up,confident up,unconfident up
10709,10709,confident up,unconfident down,confident up
10710,10710,unconfident up,unconfident up,confident up
10711,10711,confident up,unconfident up,unconfident up
10712,10712,confident up,confident up,confident up
10713,10713,unconfident down,unconfident down,unconfident up
10714,10714,confident up,confident up,confident up
10715,10715,unconfident up,confident up,unconfident up
10716,10716,confident up,confident up,unconfident up
10717,10717,unconfident up,unconfident up,confident up
10718,10718,confident up,confident up,confident up
10719,10719,unconfident up,confident up,unconfident up
10720,10720,unconfident up,confident up,confident up
10721,10721,confident up,confident up,confident up
10722,10722,unconfident up,confident up,unconfident up
10723,10723,confident up,unconfident up,unconfident up
10724,10724,unconfident down,unconfident up,unconfident down
10725,10725,unconfident down,unconfident down,unconfident down
10726,10726,confident up,confident up,unconfident up
10727,10727,unconfident up,unconfident up,confident up
10728,10728,confident down,unconfident down,confident down
10729,10729,confident up,confident up,confident up
10730,10730,unconfident up,unconfident up,confident up
10731,10731,confident up,unconfident up,confident up
10732,10732,confident up,confident up,confident up
10733,10733,unconfident up,unconfident up,confident up
10734,10734,unconfident up,unconfident up,unconfident up
10735,10735,unconfident up,confident up,unconfident up
10736,10736,unconfident up,unconfident up,unconfident down
10737,10737,unconfident down,confident up,confident up
10738,10738,unconfident up,unconfident down,confident down
10739,10739,unconfident up,unconfident up,unconfident up
10740,10740,unconfident up,confident up,confident up
10741,10741,confident up,unconfident up,confident down
10742,10742,confident up,confident up,confident up
10743,10743,confident up,confident up,confident up
10744,10744,confident up,unconfident up,confident up
10745,10745,unconfident up,confident up,unconfident up
10746,10746,confident up,unconfident down,unconfident up
10747,10747,confident up,confident up,confident up
10748,10748,unconfident down,unconfident up,confident up
10749,10749,confident up,confident up,confident up
10750,10750,unconfident down,unconfident up,unconfident down
10751,10751,unconfident up,unconfident up,unconfident up
10752,10752,confident up,confident up,confident up
10753,10753,confident up,unconfident up,confident up
10754,10754,confident up,confident up,unconfident up
10755,10755,confident up,confident up,unconfident up
10756,10756,confident up,confident up,unconfident up
10757,10757,unconfident up,unconfident up,unconfident down
10758,10758,unconfident up,unconfident up,unconfident up
10759,10759,confident up,confident up,unconfident up
10760,10760,confident down,confident down,confident down
10761,10761,unconfident down,confident up,unconfident up
10762,10762,unconfident up,unconfident up,unconfident up
10763,10763,confident up,confident up,unconfident up
10764,10764,unconfident down,confident up,confident up
10765,10765,unconfident down,unconfident up,confident up
10766,10766,confident up,unconfident up,confident up
10767,10767,confident up,unconfident down,unconfident up
10768,10768,confident up,unconfident up,unconfident up
10769,10769,unconfident up,confident up,unconfident up
10770,10770,confident up,unconfident up,confident up
10771,10771,unconfident down,unconfident down,confident up
10772,10772,unconfident up,unconfident up,unconfident up
10773,10773,confident up,confident up,confident up
10774,10774,unconfident up,unconfident up,unconfident up
10775,10775,unconfident down,confident up,unconfident up
10776,10776,confident up,"unconfident down 

",unconfident down
10777,10777,unconfident up,unconfident up,confident up
10778,10778,unconfident up,confident up,confident up
10779,10779,unconfident down,confident up,unconfident up
10780,10780,confident up,confident up,unconfident down
10781,10781,confident up,confident up,confident up
10782,10782,confident up,confident up,unconfident down
10783,10783,unconfident up,confident up,confident up
10784,10784,unconfident up,confident up,confident up
10785,10785,unconfident up,confident up,unconfident up
10786,10786,confident up,confident up,confident up
10787,10787,confident up,unconfident up,unconfident down
10788,10788,confident up,confident up,confident up
10789,10789,unconfident down,confident up,unconfident up
10790,10790,unconfident up,unconfident up,confident up
10791,10791,confident up,confident down,unconfident down
10792,10792,confident up,confident down,confident down
10793,10793,unconfident down,confident up,confident up
10794,10794,confident up,unconfident up,unconfident up
10795,10795,confident up,unconfident up,unconfident up
10796,10796,unconfident up,confident up,confident up
10797,10797,unconfident up,unconfident up,unconfident up
10798,10798,unconfident down,unconfident up,confident up
10799,10799,confident up,confident up,unconfident up
10800,10800,unconfident down,confident up,unconfident down
10801,10801,unconfident up,confident up,confident up
10802,10802,confident up,confident up,unconfident down
10803,10803,confident up,confident up,unconfident down
10804,10804,unconfident up,unconfident up,confident up
10805,10805,confident up,confident up,unconfident up
10806,10806,confident up,unconfident down,unconfident down
10807,10807,confident up,confident up,unconfident up
10808,10808,confident up,confident up,unconfident up
10809,10809,confident up,confident up,unconfident up
10810,10810,confident up,unconfident up,unconfident down
10811,10811,confident up,confident up,confident up
10812,10812,confident up,confident up,confident up
10813,10813,confident up,confident up,confident up
10814,10814,confident up,confident up,confident up
10815,10815,unconfident up,unconfident down,confident down
10816,10816,unconfident up,unconfident up,unconfident up
10817,10817,confident up,unconfident up,confident up
10818,10818,confident up,confident up,confident up
10819,10819,unconfident up,unconfident down,confident down
10820,10820,confident up,confident up,unconfident up
10821,10821,unconfident up,unconfident up,unconfident down
10822,10822,unconfident down,unconfident up,unconfident up
10823,10823,unconfident down,confident up,unconfident up
10824,10824,confident up,confident up,confident up
10825,10825,confident up,confident up,confident up
10826,10826,confident up,confident up,confident up
10827,10827,unconfident up,unconfident up,confident up
10828,10828,unconfident up,confident up,confident up
10829,10829,confident up,confident up,confident up
10830,10830,confident up,unconfident up,unconfident down
10831,10831,unconfident up,unconfident up,confident up
10832,10832,unconfident up,unconfident down,confident down
10833,10833,confident up,confident up,unconfident up
10834,10834,confident up,unconfident down,unconfident up
10835,10835,unconfident down,unconfident down,unconfident down
10836,10836,confident up,confident up,confident up
10837,10837,unconfident up,confident up,confident up
10838,10838,confident up,unconfident up,confident up
10839,10839,confident up,confident up,confident up
10840,10840,unconfident down,unconfident down,unconfident down
10841,10841,unconfident down,confident up,confident up
10842,10842,unconfident up,confident up,unconfident up
10843,10843,confident up,unconfident up,confident up
10844,10844,unconfident up,confident down,unconfident up
10845,10845,confident up,confident up,confident up
